Reg 0 - Cid 0: menor: 0, maior: 100, mediana: 44.00, média: 50.03 e DP: 28.55
Reg 62 - Cid 20: menor: 0, maior: 100, mediana: 45.00, média: 42.94 e DP: 29.17
Reg 62 - Cid 21: menor: 1, maior: 99, mediana: 41.50, média: 44.53 e DP: 30.58
Reg 62 - Cid 22: menor: 1, maior: 100, mediana: 50.50, média: 50.27 e DP: 29.35
Reg 62 - Cid 23: menor: 0, maior: 99, mediana: 44.00, média: 48.44 e DP: 30.15
Reg 62 - Cid 24: menor: 1, maior: 99, mediana: 49.50, média: 52.81 e DP: 28.88
Reg 62 - Cid 25: menor: 1, maior: 100, mediana: 52.00, média: 52.21 e DP: 27.34
Reg 62 - Cid 26: menor: 1, maior: 98, mediana: 46.00, média: 48.82 e DP: 29.00
Reg 62 - Cid 27: menor: 0, maior: 99, mediana: 45.50, média: 48.14 e DP: 29.40
Reg 62 - Cid 28: menor: 1, maior: 100, mediana: 47.50, média: 51.43 e DP: 27.83
Reg 62 - Cid 29: menor: 2, maior: 100, mediana: 53.50, média: 52.28 e DP: 28.94
Reg 62 - Cid 30: menor: 1, maior: 98, mediana: 48.50, média: 49.96 e DP: 30.21
Reg 62 - Cid 31: menor: 0, maior: 96, mediana: 50.00, média: 50.89 e DP: 29.70
Reg 62 - Cid 32: menor: 1, maior: 99, mediana: 51.50, média: 50.57 e DP: 30.62
Reg 62 - Cid 33: menor: 0, maior: 100, mediana: 50.00, média: 48.84 e DP: 30.48
Reg 62 - Cid 34: menor: 0, maior: 99, mediana: 47.50, média: 49.77 e DP: 27.92
Reg 62 - Cid 35: menor: 1, maior: 100, mediana: 53.50, média: 53.04 e DP: 31.26
Reg 62 - Cid 36: menor: 0, maior: 99, mediana: 43.00, média: 44.95 e DP: 31.38
Reg 62 - Cid 37: menor: 0, maior: 100, mediana: 46.00, média: 47.60 e DP: 29.66
Reg 62 - Cid 38: menor: 0, maior: 100, mediana: 54.50, média: 50.12 e DP: 31.14
Reg 62 - Cid 39: menor: 0, maior: 100, mediana: 41.50, média: 43.01 e DP: 31.29
Reg 62 - Cid 40: menor: 0, maior: 100, mediana: 49.00, média: 50.43 e DP: 28.15
Reg 62 - Cid 41: menor: 0, maior: 99, mediana: 48.50, média: 49.00 e DP: 27.68
Reg 62 - Cid 42: menor: 1, maior: 100, mediana: 49.00, média: 49.43 e DP: 28.50
Reg 62 - Cid 43: menor: 0, maior: 99, mediana: 53.00, média: 52.30 e DP: 29.87
Reg 62 - Cid 44: menor: 0, maior: 100, mediana: 52.50, média: 50.29 e DP: 27.70
Reg 62 - Cid 45: menor: 0, maior: 99, mediana: 52.00, média: 50.76 e DP: 28.43
Reg 62 - Cid 46: menor: 0, maior: 100, mediana: 54.00, média: 52.11 e DP: 30.82
Reg 62 - Cid 47: menor: 0, maior: 100, mediana: 58.00, média: 54.69 e DP: 29.12
Reg 62 - Cid 48: menor: 1, maior: 99, mediana: 48.50, média: 50.76 e DP: 30.55
Reg 62 - Cid 49: menor: 1, maior: 100, mediana: 59.50, média: 53.16 e DP: 28.63
Reg 62 - Cid 50: menor: 0, maior: 96, mediana: 43.50, média: 44.10 e DP: 27.16
Reg 62 - Cid 51: menor: 1, maior: 99, mediana: 48.50, média: 50.85 e DP: 28.71
Reg 62 - Cid 52: menor: 2, maior: 99, mediana: 51.00, média: 49.80 e DP: 29.49
Reg 62 - Cid 53: menor: 0, maior: 98, mediana: 41.00, média: 47.98 e DP: 31.46
Reg 62 - Cid 54: menor: 1, maior: 100, mediana: 56.00, média: 52.11 e DP: 28.41
Reg 62 - Cid 55: menor: 0, maior: 100, mediana: 58.00, média: 55.91 e DP: 29.00
Reg 62 - Cid 56: menor: 0, maior: 100, mediana: 51.00, média: 52.13 e DP: 28.41
Reg 62 - Cid 57: menor: 0, maior: 100, mediana: 48.50, média: 48.99 e DP: 29.21
Reg 62 - Cid 58: menor: 0, maior: 99, mediana: 49.00, média: 48.73 e DP: 25.76
Reg 62 - Cid 59: menor: 0, maior: 100, mediana: 53.50, média: 52.36 e DP: 30.73
Reg 62 - Cid 60: menor: 0, maior: 100, mediana: 44.50, média: 45.68 e DP: 29.65
Reg 62 - Cid 61: menor: 1, maior: 100, mediana: 50.00, média: 50.53 e DP: 29.71
Reg 62 - Cid 62: menor: 2, maior: 99, mediana: 52.50, média: 51.22 e DP: 29.20
Reg 62 - Cid 63: menor: 2, maior: 100, mediana: 64.00, média: 57.77 e DP: 27.97
Reg 62 - Cid 64: menor: 0, maior: 99, mediana: 44.00, média: 48.77 e DP: 31.45
Reg 62 - Cid 65: menor: 0, maior: 98, mediana: 50.00, média: 51.04 e DP: 29.47
Reg 62 - Cid 66: menor: 0, maior: 100, mediana: 50.50, média: 51.32 e DP: 29.94
Reg 62 - Cid 67: menor: 0, maior: 100, mediana: 46.00, média: 47.50 e DP: 28.10
Reg 62 - Cid 68: menor: 2, maior: 100, mediana: 46.50, média: 50.62 e DP: 28.43
Reg 62 - Cid 69: menor: 1, maior: 100, mediana: 60.00, média: 54.19 e DP: 29.29
Reg 62 - Cid 70: menor: 0, maior: 100, mediana: 51.00, média: 48.38 e DP: 28.67
Reg 62 - Cid 71: menor: 0, maior: 100, mediana: 52.00, média: 47.59 e DP: 27.10
Reg 62 - Cid 72: menor: 0, maior: 99, mediana: 59.00, média: 57.14 e DP: 28.07
Reg 62 - Cid 73: menor: 0, maior: 100, mediana: 48.00, média: 48.47 e DP: 30.50
Reg 62 - Cid 74: menor: 2, maior: 100, mediana: 51.00, média: 50.53 e DP: 28.09
Reg 62 - Cid 75: menor: 0, maior: 99, mediana: 44.00, média: 47.18 e DP: 28.76
Reg 62 - Cid 76: menor: 0, maior: 100, mediana: 47.00, média: 48.20 e DP: 27.38
Reg 62 - Cid 77: menor: 0, maior: 100, mediana: 43.50, média: 46.90 e DP: 28.67
Reg 62 - Cid 78: menor: 0, maior: 100, mediana: 44.00, média: 46.46 e DP: 28.69
Reg 62 - Cid 79: menor: 0, maior: 100, mediana: 54.00, média: 52.20 e DP: 29.12
Reg 62 - Cid 80: menor: 0, maior: 99, mediana: 47.00, média: 46.59 e DP: 29.18
Reg 62 - Cid 81: menor: 2, maior: 99, mediana: 49.50, média: 51.83 e DP: 27.20
Reg 62 - Cid 82: menor: 1, maior: 100, mediana: 44.50, média: 47.10 e DP: 28.76
Reg 62 - Cid 83: menor: 2, maior: 99, mediana: 47.00, média: 48.04 e DP: 27.73
Reg 62 - Cid 84: menor: 0, maior: 100, mediana: 49.50, média: 52.06 e DP: 27.41
Reg 62 - Cid 85: menor: 0, maior: 99, mediana: 44.00, média: 46.36 e DP: 30.17
Reg 62 - Cid 86: menor: 0, maior: 100, mediana: 56.50, média: 51.98 e DP: 31.52
Reg 62 - Cid 87: menor: 0, maior: 100, mediana: 51.50, média: 51.23 e DP: 29.62
Reg 62 - Cid 88: menor: 0, maior: 97, mediana: 47.00, média: 46.67 e DP: 27.62
Reg 62 - Cid 89: menor: 0, maior: 100, mediana: 56.00, média: 52.80 e DP: 30.87
Reg 62 - Cid 90: menor: 0, maior: 100, mediana: 57.00, média: 54.80 e DP: 29.61
Reg 62 - Cid 91: menor: 0, maior: 98, mediana: 53.00, média: 50.55 e DP: 30.19
Reg 62 - Cid 92: menor: 3, maior: 99, mediana: 47.50, média: 49.28 e DP: 26.75
Reg 62 - Cid 93: menor: 0, maior: 100, mediana: 49.00, média: 49.35 e DP: 31.58
Reg 62 - Cid 94: menor: 0, maior: 100, mediana: 48.50, média: 49.47 e DP: 29.40
Reg 62 - Cid 95: menor: 1, maior: 100, mediana: 61.50, média: 54.24 e DP: 29.70
Reg 62 - Cid 96: menor: 0, maior: 98, mediana: 54.00, média: 49.43 e DP: 29.22
Reg 62 - Cid 97: menor: 4, maior: 100, mediana: 45.00, média: 48.23 e DP: 29.34
Reg 62 - Cid 98: menor: 0, maior: 100, mediana: 50.00, média: 48.65 e DP: 29.64
Reg 62 - Cid 99: menor: 2, maior: 96, mediana: 52.00, média: 49.50 e DP: 28.84
Reg 62 - menor: 0, maior: 100, mediana: 21.00, média: 111.89 e DP: 0.00

Reg 63 - Cid 0: menor: 1, maior: 100, mediana: 50.50, média: 52.27 e DP: 27.92
Reg 63 - Cid 1: menor: 0, maior: 100, mediana: 55.00, média: 53.15 e DP: 28.68
Reg 63 - Cid 2: menor: 0, maior: 100, mediana: 44.00, média: 45.63 e DP: 29.93
Reg 63 - Cid 3: menor: 0, maior: 100, mediana: 41.00, média: 44.84 e DP: 27.61
Reg 63 - Cid 4: menor: 0, maior: 100, mediana: 45.00, média: 45.61 e DP: 28.84
Reg 63 - Cid 5: menor: 0, maior: 97, mediana: 55.50, média: 50.49 e DP: 30.04
Reg 63 - Cid 6: menor: 0, maior: 100, mediana: 48.50, média: 47.77 e DP: 28.38
Reg 63 - Cid 7: menor: 0, maior: 98, mediana: 50.50, média: 51.19 e DP: 28.43
Reg 63 - Cid 8: menor: 0, maior: 100, mediana: 55.00, média: 53.23 e DP: 27.88
Reg 63 - Cid 9: menor: 1, maior: 100, mediana: 43.50, média: 48.17 e DP: 29.29
Reg 63 - Cid 10: menor: 1, maior: 100, mediana: 45.00, média: 47.38 e DP: 28.01
Reg 63 - Cid 11: menor: 0, maior: 100, mediana: 56.00, média: 53.01 e DP: 30.39
Reg 63 - Cid 12: menor: 0, maior: 100, mediana: 45.00, média: 48.67 e DP: 28.32
Reg 63 - Cid 13: menor: 0, maior: 100, mediana: 57.00, média: 53.08 e DP: 29.72
Reg 63 - Cid 14: menor: 2, maior: 100, mediana: 49.00, média: 48.47 e DP: 28.05
Reg 63 - Cid 15: menor: 0, maior: 100, mediana: 57.00, média: 57.09 e DP: 27.54
Reg 63 - Cid 16: menor: 2, maior: 100, mediana: 54.50, média: 53.24 e DP: 28.30
Reg 63 - Cid 17: menor: 0, maior: 100, mediana: 56.00, média: 53.75 e DP: 29.70
Reg 63 - Cid 18: menor: 0, maior: 100, mediana: 49.50, média: 49.33 e DP: 29.98
Reg 63 - Cid 19: menor: 0, maior: 100, mediana: 48.50, média: 50.20 e DP: 30.41
Reg 63 - Cid 20: menor: 1, maior: 100, mediana: 52.00, média: 50.02 e DP: 29.59
Reg 63 - Cid 21: menor: 0, maior: 100, mediana: 49.50, média: 49.87 e DP: 30.44
Reg 63 - Cid 22: menor: 1, maior: 100, mediana: 48.50, média: 48.18 e DP: 27.08
Reg 63 - Cid 23: menor: 2, maior: 100, mediana: 53.50, média: 51.92 e DP: 29.59
Reg 63 - Cid 24: menor: 0, maior: 100, mediana: 57.50, média: 51.53 e DP: 29.94
Reg 63 - Cid 25: menor: 1, maior: 100, mediana: 44.50, média: 48.00 e DP: 30.55
Reg 63 - Cid 26: menor: 4, maior: 100, mediana: 50.00, média: 51.17 e DP: 27.38
Reg 63 - Cid 27: menor: 0, maior: 100, mediana: 52.00, média: 49.97 e DP: 31.60
Reg 63 - Cid 28: menor: 1, maior: 100, mediana: 48.50, média: 48.39 e DP: 27.09
Reg 63 - Cid 29: menor: 0, maior: 100, mediana: 43.00, média: 46.53 e DP: 27.19
Reg 63 - Cid 30: menor: 0, maior: 100, mediana: 49.00, média: 49.52 e DP: 28.98
Reg 63 - Cid 31: menor: 0, maior: 100, mediana: 52.50, média: 51.48 e DP: 30.29
Reg 63 - Cid 32: menor: 0, maior: 100, mediana: 48.50, média: 50.21 e DP: 31.77
Reg 63 - Cid 33: menor: 0, maior: 99, mediana: 47.50, média: 47.35 e DP: 27.42
Reg 63 - Cid 34: menor: 0, maior: 99, mediana: 60.00, média: 52.23 e DP: 28.86
Reg 63 - Cid 35: menor: 1, maior: 100, mediana: 50.00, média: 49.73 e DP: 28.34
Reg 63 - Cid 36: menor: 0, maior: 100, mediana: 44.50, média: 46.48 e DP: 30.45
Reg 63 - Cid 37: menor: 0, maior: 99, mediana: 44.00, média: 46.52 e DP: 27.53
Reg 63 - Cid 38: menor: 0, maior: 100, mediana: 48.00, média: 49.81 e DP: 29.05
Reg 63 - Cid 39: menor: 1, maior: 100, mediana: 53.00, média: 50.82 e DP: 28.93
Reg 63 - Cid 40: menor: 1, maior: 100, mediana: 51.50, média: 51.42 e DP: 25.79
Reg 63 - Cid 41: menor: 1, maior: 99, mediana: 53.00, média: 51.17 e DP: 30.04
Reg 63 - Cid 42: menor: 10, maior: 99, mediana: 52.50, média: 53.28 e DP: 27.64
Reg 63 - Cid 43: menor: 0, maior: 99, mediana: 48.50, média: 51.20 e DP: 26.36
Reg 63 - Cid 44: menor: 0, maior: 99, mediana: 47.50, média: 49.33 e DP: 28.55
Reg 63 - Cid 45: menor: 0, maior: 100, mediana: 48.50, média: 49.38 e DP: 28.97
Reg 63 - Cid 46: menor: 1, maior: 99, mediana: 53.50, média: 52.84 e DP: 28.78
Reg 63 - Cid 47: menor: 0, maior: 100, mediana: 44.00, média: 47.96 e DP: 30.54
Reg 63 - Cid 48: menor: 0, maior: 100, mediana: 56.00, média: 53.10 e DP: 28.25
Reg 63 - Cid 49: menor: 0, maior: 100, mediana: 41.50, média: 43.82 e DP: 28.62
Reg 63 - Cid 50: menor: 0, maior: 100, mediana: 52.50, média: 50.15 e DP: 29.74
Reg 63 - Cid 51: menor: 1, maior: 100, mediana: 55.00, média: 51.74 e DP: 28.60
Reg 63 - Cid 52: menor: 0, maior: 100, mediana: 44.00, média: 44.68 e DP: 28.93
Reg 63 - Cid 53: menor: 0, maior: 99, mediana: 53.50, média: 54.54 e DP: 29.48
Reg 63 - Cid 54: menor: 0, maior: 100, mediana: 52.50, média: 51.62 e DP: 31.22
Reg 63 - Cid 55: menor: 0, maior: 99, mediana: 41.00, média: 44.40 e DP: 28.04
Reg 63 - Cid 56: menor: 1, maior: 99, mediana: 52.00, média: 52.41 e DP: 30.30
Reg 63 - Cid 57: menor: 3, maior: 100, mediana: 51.00, média: 52.94 e DP: 27.76
Reg 63 - Cid 58: menor: 0, maior: 98, mediana: 51.00, média: 50.01 e DP: 26.42
Reg 63 - Cid 59: menor: 0, maior: 100, mediana: 50.50, média: 51.19 e DP: 29.96
Reg 63 - Cid 60: menor: 0, maior: 99, mediana: 48.00, média: 47.65 e DP: 28.12
Reg 63 - Cid 61: menor: 0, maior: 99, mediana: 40.00, média: 45.06 e DP: 28.86
Reg 63 - Cid 62: menor: 0, maior: 100, mediana: 51.00, média: 48.55 e DP: 29.93
Reg 63 - Cid 63: menor: 0, maior: 100, mediana: 47.50, média: 47.57 e DP: 29.79
Reg 63 - Cid 64: menor: 0, maior: 100, mediana: 43.50, média: 46.53 e DP: 29.14
Reg 63 - Cid 65: menor: 0, maior: 100, mediana: 44.50, média: 46.88 e DP: 29.45
Reg 63 - Cid 66: menor: 0, maior: 99, mediana: 53.00, média: 51.70 e DP: 30.61
Reg 63 - Cid 67: menor: 0, maior: 99, mediana: 46.00, média: 47.90 e DP: 27.31
Reg 63 - Cid 68: menor: 0, maior: 100, mediana: 50.00, média: 49.15 e DP: 28.73
Reg 63 - Cid 69: menor: 3, maior: 100, mediana: 45.00, média: 47.79 e DP: 27.67
Reg 63 - Cid 70: menor: 0, maior: 99, mediana: 48.50, média: 46.75 e DP: 28.10
Reg 63 - Cid 71: menor: 0, maior: 100, mediana: 52.00, média: 51.46 e DP: 30.88
Reg 63 - Cid 72: menor: 2, maior: 99, mediana: 47.00, média: 47.88 e DP: 28.55
Reg 63 - Cid 73: menor: 1, maior: 100, mediana: 39.50, média: 41.96 e DP: 27.36
Reg 63 - Cid 74: menor: 0, maior: 100, mediana: 54.00, média: 53.29 e DP: 31.26
Reg 63 - Cid 75: menor: 4, maior: 100, mediana: 51.00, média: 52.93 e DP: 26.96
Reg 63 - Cid 76: menor: 1, maior: 100, mediana: 46.00, média: 48.76 e DP: 29.37
Reg 63 - Cid 77: menor: 1, maior: 100, mediana: 54.50, média: 52.17 e DP: 27.95
Reg 63 - Cid 78: menor: 1, maior: 100, mediana: 51.00, média: 52.22 e DP: 29.73
Reg 63 - Cid 79: menor: 2, maior: 100, mediana: 55.50, média: 53.77 e DP: 27.39
Reg 63 - Cid 80: menor: 0, maior: 100, mediana: 55.50, média: 53.02 e DP: 30.48
Reg 63 - Cid 81: menor: 0, maior: 99, mediana: 52.00, média: 50.58 e DP: 29.59
Reg 63 - Cid 82: menor: 1, maior: 100, mediana: 53.50, média: 53.85 e DP: 28.12
Reg 63 - Cid 83: menor: 0, maior: 99, mediana: 47.00, média: 48.43 e DP: 28.73
Reg 63 - Cid 84: menor: 0, maior: 100, mediana: 51.00, média: 50.79 e DP: 29.75
Reg 63 - Cid 85: menor: 2, maior: 100, mediana: 54.00, média: 50.66 e DP: 28.31
Reg 63 - Cid 86: menor: 0, maior: 99, mediana: 52.50, média: 52.44 e DP: 28.31
Reg 63 - Cid 87: menor: 0, maior: 98, mediana: 50.00, média: 48.76 e DP: 29.86
Reg 63 - Cid 88: menor: 0, maior: 98, mediana: 48.50, média: 49.50 e DP: 29.57
Reg 63 - Cid 89: menor: 2, maior: 99, mediana: 50.50, média: 49.97 e DP: 28.38
Reg 63 - Cid 90: menor: 2, maior: 97, mediana: 48.00, média: 48.48 e DP: 28.80
Reg 63 - Cid 91: menor: 0, maior: 100, mediana: 53.50, média: 50.87 e DP: 28.99
Reg 63 - Cid 92: menor: 0, maior: 100, mediana: 54.50, média: 52.95 e DP: 29.72
Reg 63 - Cid 93: menor: 0, maior: 100, mediana: 44.00, média: 44.49 e DP: 27.98
Reg 63 - Cid 94: menor: 0, maior: 100, mediana: 51.50, média: 52.39 e DP: 30.38
Reg 63 - Cid 95: menor: 0, maior: 99, mediana: 48.50, média: 47.80 e DP: 29.59
Reg 63 - Cid 96: menor: 0, maior: 100, mediana: 54.00, média: 53.30 e DP: 28.78
Reg 63 - Cid 97: menor: 0, maior: 99, mediana: 46.00, média: 47.64 e DP: 29.24
Reg 63 - Cid 98: menor: 0, maior: 100, mediana: 50.00, média: 48.89 e DP: 29.40
Reg 63 - Cid 99: menor: 0, maior: 100, mediana: 57.00, média: 52.38 e DP: 30.79
Reg 63 - menor: 0, maior: 100, mediana: 104.00, média: 5.92 e DP: 0.00

Reg 64 - Cid 0: menor: 0, maior: 100, mediana: 62.50, média: 54.91 e DP: 29.20
Reg 64 - Cid 1: menor: 0, maior: 98, mediana: 48.00, média: 46.90 e DP: 29.75
Reg 64 - Cid 2: menor: 0, maior: 100, mediana: 54.00, média: 51.51 e DP: 29.43
Reg 64 - Cid 3: menor: 0, maior: 100, mediana: 52.50, média: 51.44 e DP: 29.17
Reg 64 - Cid 4: menor: 0, maior: 100, mediana: 48.00, média: 46.98 e DP: 27.75
Reg 64 - Cid 5: menor: 0, maior: 100, mediana: 53.50, média: 51.59 e DP: 27.16
Reg 64 - Cid 6: menor: 0, maior: 100, mediana: 45.50, média: 46.98 e DP: 31.49
Reg 64 - Cid 7: menor: 4, maior: 100, mediana: 52.00, média: 50.61 e DP: 29.25
Reg 64 - Cid 8: menor: 0, maior: 98, mediana: 58.00, média: 53.90 e DP: 31.72
Reg 64 - Cid 9: menor: 0, maior: 100, mediana: 40.50, média: 43.18 e DP: 27.81
Reg 64 - Cid 10: menor: 2, maior: 96, mediana: 57.50, média: 52.16 e DP: 30.02
Reg 64 - Cid 11: menor: 1, maior: 100, mediana: 48.00, média: 48.21 e DP: 27.83
Reg 64 - Cid 12: menor: 3, maior: 100, mediana: 56.00, média: 52.48 e DP: 29.40
Reg 64 - Cid 13: menor: 0, maior: 99, mediana: 49.00, média: 49.70 e DP: 28.69
Reg 64 - Cid 14: menor: 0, maior: 100, mediana: 53.00, média: 51.62 e DP: 28.38
Reg 64 - Cid 15: menor: 0, maior: 100, mediana: 54.00, média: 54.58 e DP: 28.57
Reg 64 - Cid 16: menor: 2, maior: 100, mediana: 40.50, média: 45.55 e DP: 27.85
Reg 64 - Cid 17: menor: 1, maior: 100, mediana: 47.00, média: 48.25 e DP: 28.90
Reg 64 - Cid 18: menor: 0, maior: 100, mediana: 40.50, média: 43.77 e DP: 27.48
Reg 64 - Cid 19: menor: 0, maior: 100, mediana: 58.50, média: 53.21 e DP: 31.70
Reg 64 - Cid 20: menor: 0, maior: 100, mediana: 52.00, média: 51.60 e DP: 29.13
Reg 64 - Cid 21: menor: 1, maior: 97, mediana: 50.50, média: 50.12 e DP: 26.49
Reg 64 - Cid 22: menor: 0, maior: 99, mediana: 52.00, média: 50.34 e DP: 28.01
Reg 64 - Cid 23: menor: 1, maior: 97, mediana: 50.50, média: 49.09 e DP: 27.77
Reg 64 - Cid 24: menor: 2, maior: 99, mediana: 51.00, média: 49.15 e DP: 27.94
Reg 64 - Cid 25: menor: 0, maior: 100, mediana: 47.00, média: 49.18 e DP: 28.85
Reg 64 - Cid 26: menor: 2, maior: 100, mediana: 50.50, média: 52.01 e DP: 30.25
Reg 64 - Cid 27: menor: 1, maior: 100, mediana: 52.50, média: 52.52 e DP: 29.77
Reg 64 - Cid 28: menor: 0, maior: 98, mediana: 48.00, média: 48.33 e DP: 27.14
Reg 64 - Cid 29: menor: 1, maior: 97, mediana: 54.00, média: 51.51 e DP: 29.56
Reg 64 - Cid 30: menor: 1, maior: 100, mediana: 56.00, média: 54.22 e DP: 29.24
Reg 64 - Cid 31: menor: 1, maior: 100, mediana: 55.00, média: 52.88 e DP: 29.07
Reg 64 - Cid 32: menor: 0, maior: 100, mediana: 45.50, média: 48.52 e DP: 29.56
Reg 64 - Cid 33: menor: 0, maior: 99, mediana: 46.00, média: 48.86 e DP: 28.94
Reg 64 - Cid 34: menor: 0, maior: 99, mediana: 48.50, média: 46.08 e DP: 28.98
Reg 64 - Cid 35: menor: 0, maior: 100, mediana: 57.00, média: 53.12 e DP: 30.68
Reg 64 - Cid 36: menor: 0, maior: 99, mediana: 51.00, média: 50.49 e DP: 28.68
Reg 64 - Cid 37: menor: 0, maior: 100, mediana: 50.50, média: 52.00 e DP: 28.80
Reg 64 - Cid 38: menor: 0, maior: 100, mediana: 47.50, média: 48.76 e DP: 31.33
Reg 64 - Cid 39: menor: 0, maior: 99, mediana: 49.00, média: 49.55 e DP: 28.54
Reg 64 - Cid 40: menor: 0, maior: 99, mediana: 57.50, média: 54.75 e DP: 29.62
Reg 64 - Cid 41: menor: 0, maior: 99, mediana: 42.50, média: 44.87 e DP: 27.41
Reg 64 - Cid 42: menor: 0, maior: 100, mediana: 48.50, média: 46.98 e DP: 28.76
Reg 64 - Cid 43: menor: 1, maior: 99, mediana: 53.50, média: 50.31 e DP: 28.87
Reg 64 - Cid 44: menor: 1, maior: 98, mediana: 44.00, média: 48.11 e DP: 29.28
Reg 64 - Cid 45: menor: 1, maior: 97, mediana: 49.00, média: 48.01 e DP: 27.03
Reg 64 - Cid 46: menor: 1, maior: 99, mediana: 40.00, média: 44.79 e DP: 29.47
Reg 64 - Cid 47: menor: 0, maior: 95, mediana: 52.00, média: 48.61 e DP: 28.56
Reg 64 - Cid 48: menor: 0, maior: 99, mediana: 39.50, média: 43.65 e DP: 28.04
Reg 64 - Cid 49: menor: 0, maior: 98, mediana: 52.50, média: 49.78 e DP: 28.80
Reg 64 - Cid 50: menor: 1, maior: 100, mediana: 46.00, média: 48.05 e DP: 29.27
Reg 64 - Cid 51: menor: 0, maior: 100, mediana: 49.50, média: 50.53 e DP: 28.85
Reg 64 - Cid 52: menor: 0, maior: 99, mediana: 54.50, média: 52.72 e DP: 29.44
Reg 64 - Cid 53: menor: 2, maior: 100, mediana: 52.00, média: 50.26 e DP: 28.10
Reg 64 - Cid 54: menor: 0, maior: 99, mediana: 56.00, média: 53.31 e DP: 29.74
Reg 64 - Cid 55: menor: 1, maior: 100, mediana: 51.00, média: 53.30 e DP: 26.03
Reg 64 - Cid 56: menor: 0, maior: 98, mediana: 50.00, média: 48.25 e DP: 26.88
Reg 64 - Cid 57: menor: 0, maior: 100, mediana: 46.00, média: 47.55 e DP: 28.76
Reg 64 - Cid 58: menor: 0, maior: 100, mediana: 42.00, média: 43.27 e DP: 26.54
Reg 64 - Cid 59: menor: 3, maior: 100, mediana: 42.50, média: 45.98 e DP: 28.45
Reg 64 - Cid 60: menor: 0, maior: 100, mediana: 53.00, média: 51.42 e DP: 28.45
Reg 64 - Cid 61: menor: 0, maior: 99, mediana: 49.00, média: 48.87 e DP: 29.20
Reg 64 - Cid 62: menor: 0, maior: 100, mediana: 58.00, média: 53.18 e DP: 29.68
Reg 64 - Cid 63: menor: 1, maior: 100, mediana: 53.00, média: 51.72 e DP: 28.43
Reg 64 - Cid 64: menor: 0, maior: 99, mediana: 58.50, média: 53.48 e DP: 29.60
Reg 64 - Cid 65: menor: 1, maior: 100, mediana: 51.00, média: 48.15 e DP: 27.59
Reg 64 - Cid 66: menor: 0, maior: 100, mediana: 52.00, média: 49.40 e DP: 29.29
Reg 64 - Cid 67: menor: 0, maior: 99, mediana: 51.00, média: 47.99 e DP: 29.78
Reg 64 - Cid 68: menor: 1, maior: 100, mediana: 50.50, média: 49.51 e DP: 28.48
Reg 64 - Cid 69: menor: 3, maior: 100, mediana: 51.00, média: 50.64 e DP: 26.94
Reg 64 - Cid 70: menor: 0, maior: 100, mediana: 50.00, média: 48.95 e DP: 30.47
Reg 64 - Cid 71: menor: 0, maior: 100, mediana: 59.00, média: 51.32 e DP: 31.62
Reg 64 - Cid 72: menor: 0, maior: 98, mediana: 46.00, média: 48.10 e DP: 29.03
Reg 64 - Cid 73: menor: 0, maior: 99, mediana: 51.50, média: 50.68 e DP: 26.99
Reg 64 - Cid 74: menor: 0, maior: 100, mediana: 49.00, média: 49.00 e DP: 29.90
Reg 64 - Cid 75: menor: 0, maior: 99, mediana: 47.00, média: 50.02 e DP: 26.75
Reg 64 - Cid 76: menor: 0, maior: 100, mediana: 59.50, média: 56.85 e DP: 29.78
Reg 64 - Cid 77: menor: 0, maior: 100, mediana: 48.50, média: 49.25 e DP: 29.17
Reg 64 - Cid 78: menor: 0, maior: 99, mediana: 44.00, média: 44.66 e DP: 29.32
Reg 64 - Cid 79: menor: 0, maior: 100, mediana: 58.50, média: 57.90 e DP: 29.75
Reg 64 - Cid 80: menor: 1, maior: 100, mediana: 55.00, média: 53.96 e DP: 29.24
Reg 64 - Cid 81: menor: 0, maior: 100, mediana: 53.50, média: 52.24 e DP: 28.98
Reg 64 - Cid 82: menor: 0, maior: 98, mediana: 41.00, média: 44.18 e DP: 28.66
Reg 64 - Cid 83: menor: 0, maior: 100, mediana: 44.00, média: 45.37 e DP: 28.98
Reg 64 - Cid 84: menor: 0, maior: 100, mediana: 48.00, média: 48.42 e DP: 28.04
Reg 64 - Cid 85: menor: 1, maior: 100, mediana: 48.50, média: 51.25 e DP: 29.45
Reg 64 - Cid 86: menor: 0, maior: 99, mediana: 44.00, média: 48.60 e DP: 30.37
Reg 64 - Cid 87: menor: 0, maior: 100, mediana: 56.00, média: 53.77 e DP: 29.55
Reg 64 - Cid 88: menor: 0, maior: 100, mediana: 56.00, média: 52.40 e DP: 31.28
Reg 64 - Cid 89: menor: 2, maior: 100, mediana: 58.00, média: 54.02 e DP: 29.39
Reg 64 - Cid 90: menor: 2, maior: 99, mediana: 58.00, média: 53.16 e DP: 30.54
Reg 64 - Cid 91: menor: 0, maior: 99, mediana: 51.50, média: 50.64 e DP: 28.08
Reg 64 - Cid 92: menor: 0, maior: 100, mediana: 45.00, média: 48.09 e DP: 28.82
Reg 64 - Cid 93: menor: 1, maior: 98, mediana: 49.00, média: 47.93 e DP: 28.70
Reg 64 - Cid 94: menor: 2, maior: 99, mediana: 46.00, média: 50.16 e DP: 31.71
Reg 64 - Cid 95: menor: 0, maior: 100, mediana: 46.00, média: 49.14 e DP: 29.24
Reg 64 - Cid 96: menor: 0, maior: 100, mediana: 49.50, média: 47.89 e DP: 28.88
